FIELDTYPE,MODBUSADDRESS,FIELDSIZE,FIELDNAME,VALUE,TYPE,MANDATORY,R/W,SF,UNIT,SERVERID
Repeating,14302,1,Reserved24[18],,sint16,O,R,,,1
Repeating,14303,1,SegIndex[19],,sint16,M,R,,,1
Repeating,14304,1,SegType[19],,enum16,M,R,,,1
Repeating,14305,1,ArrayIndex[19],,sint16,M,R,,,1
Repeating,14306,2,SegEvent[19],,bitfield32,M,R,,,1
Repeating,14308,2,SegDeviceCommsLost[19],,bitfield32,M,R,,,1
Repeating,14310,1,SegInternalTmp[19],,sint16,M,R,Tmp_SF,C,1
Repeating,14311,1,SegInternalHumidity[19],,sint16,M,R,Humidity_SF,%,1
Repeating,14312,2,SegHvacState[19],,bitfield32,M,R,,,1
Repeating,14314,1,HydrogenPPM[19],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14315,1,CellTmpMax[19],,sint16,M,R,Tmp_SF,C,1
Repeating,14316,1,CellTmpMin[19],,sint16,M,R,Tmp_SF,C,1
Repeating,14317,1,CellTmpAvg[19],,sint16,M,R,Tmp_SF,C,1
Repeating,14318,1,Reserved15[19],,sint16,O,R,,,1
Repeating,14319,1,Reserved16[19],,sint16,O,R,,,1
Repeating,14320,1,Reserved17[19],,sint16,O,R,,,1
Repeating,14321,1,Reserved18[19],,sint16,O,R,,,1
Repeating,14322,1,Reserved19[19],,sint16,O,R,,,1
Repeating,14323,1,Reserved20[19],,sint16,O,R,,,1
Repeating,14324,1,Reserved21[19],,sint16,O,R,,,1
Repeating,14325,1,Reserved22[19],,sint16,O,R,,,1
Repeating,14326,1,Reserved23[19],,sint16,O,R,,,1
Repeating,14327,1,Reserved24[19],,sint16,O,R,,,1
Repeating,14328,1,SegIndex[20],,sint16,M,R,,,1
Repeating,14329,1,SegType[20],,enum16,M,R,,,1
Repeating,14330,1,ArrayIndex[20],,sint16,M,R,,,1
Repeating,14331,2,SegEvent[20],,bitfield32,M,R,,,1
Repeating,14333,2,SegDeviceCommsLost[20],,bitfield32,M,R,,,1
Repeating,14335,1,SegInternalTmp[20],,sint16,M,R,Tmp_SF,C,1
Repeating,14336,1,SegInternalHumidity[20],,sint16,M,R,Humidity_SF,%,1
Repeating,14337,2,SegHvacState[20],,bitfield32,M,R,,,1
Repeating,14339,1,HydrogenPPM[20],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14340,1,CellTmpMax[20],,sint16,M,R,Tmp_SF,C,1
Repeating,14341,1,CellTmpMin[20],,sint16,M,R,Tmp_SF,C,1
Repeating,14342,1,CellTmpAvg[20],,sint16,M,R,Tmp_SF,C,1
Repeating,14343,1,Reserved15[20],,sint16,O,R,,,1
Repeating,14344,1,Reserved16[20],,sint16,O,R,,,1
Repeating,14345,1,Reserved17[20],,sint16,O,R,,,1
Repeating,14346,1,Reserved18[20],,sint16,O,R,,,1
Repeating,14347,1,Reserved19[20],,sint16,O,R,,,1
Repeating,14348,1,Reserved20[20],,sint16,O,R,,,1
Repeating,14349,1,Reserved21[20],,sint16,O,R,,,1
Repeating,14350,1,Reserved22[20],,sint16,O,R,,,1
Repeating,14351,1,Reserved23[20],,sint16,O,R,,,1
Repeating,14352,1,Reserved24[20],,sint16,O,R,,,1
Repeating,14353,1,SegIndex[21],,sint16,M,R,,,1
Repeating,14354,1,SegType[21],,enum16,M,R,,,1
Repeating,14355,1,ArrayIndex[21],,sint16,M,R,,,1
Repeating,14356,2,SegEvent[21],,bitfield32,M,R,,,1
Repeating,14358,2,SegDeviceCommsLost[21],,bitfield32,M,R,,,1
Repeating,14360,1,SegInternalTmp[21],,sint16,M,R,Tmp_SF,C,1
Repeating,14361,1,SegInternalHumidity[21],,sint16,M,R,Humidity_SF,%,1
Repeating,14362,2,SegHvacState[21],,bitfield32,M,R,,,1
Repeating,14364,1,HydrogenPPM[21],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14365,1,CellTmpMax[21],,sint16,M,R,Tmp_SF,C,1
Repeating,14366,1,CellTmpMin[21],,sint16,M,R,Tmp_SF,C,1
Repeating,14367,1,CellTmpAvg[21],,sint16,M,R,Tmp_SF,C,1
Repeating,14368,1,Reserved15[21],,sint16,O,R,,,1
Repeating,14369,1,Reserved16[21],,sint16,O,R,,,1
Repeating,14370,1,Reserved17[21],,sint16,O,R,,,1
Repeating,14371,1,Reserved18[21],,sint16,O,R,,,1
Repeating,14372,1,Reserved19[21],,sint16,O,R,,,1
Repeating,14373,1,Reserved20[21],,sint16,O,R,,,1
Repeating,14374,1,Reserved21[21],,sint16,O,R,,,1
Repeating,14375,1,Reserved22[21],,sint16,O,R,,,1
Repeating,14376,1,Reserved23[21],,sint16,O,R,,,1
Repeating,14377,1,Reserved24[21],,sint16,O,R,,,1
Header,14378,1,"ID ""PowinLineUpEnclosures""",65131,uint16,M,R,,,1
Header,14379,1,Length,564,uint16,M,R,,,1
Fixed,14380,1,LinupIndex,,sint16,M,R,,,1
Fixed,14381,1,SegQty,,sint16,M,R,,,1
Fixed,14382,2,LineupEvt1,,bitfield32,M,R,,,1
Fixed,14384,1,OATmp,,sint16,M,R,Tmp_SF,C,1
Fixed,14385,1,OAHumidity,,sint16,M,R,Humidity_SF,%,1
Fixed,14386,1,StringCount,,sint16,M,R,,,1
Fixed,14387,1,StringWithOpenContactorsCount,,sint16,M,R,,,1
Fixed,14388,1,StringWithClosedContactorsCount,,sint16,M,R,,,1
Fixed,14389,1,StringOutOfRotationCount,,sint16,M,R,,,1
Fixed,14390,1,ActiveLineupStringCommand,,enum16,M,R,,,1
Fixed,14391,1,LineupStringCommand,,enum16,M,RW,,,1
Fixed,14392,1,ReservedRegister14,,scalefactor,O,R,,,1
Fixed,14393,1,ReservedRegister15,,scalefactor,O,R,,,1
Fixed,14394,1,ReservedRegister16,,scalefactor,O,R,,,1
Fixed,14395,1,ReservedRegister17,,scalefactor,O,R,,,1
Fixed,14396,1,ReservedRegister18,,scalefactor,O,R,,,1
Fixed,14397,1,ReservedRegister19,,scalefactor,O,R,,,1
Fixed,14398,1,ReservedRegister20,,scalefactor,O,R,,,1
Fixed,14399,1,ReservedRegister21,,scalefactor,O,R,,,1
Fixed,14400,1,ReservedRegister22,,scalefactor,O,R,,,1
Fixed,14401,1,ReservedRegister23,,scalefactor,O,R,,,1
Fixed,14402,1,ReservedRegister24,,scalefactor,O,R,,,1
Fixed,14403,1,ReservedRegister25,,scalefactor,O,R,,,1
Fixed,14404,1,ReservedRegister26,,scalefactor,O,R,,,1
Fixed,14405,1,ReservedRegister27,,scalefactor,O,R,,,1
Fixed,14406,1,ReservedRegister28,,scalefactor,O,R,,,1
Fixed,14407,1,ReservedRegister29,,scalefactor,O,R,,,1
Fixed,14408,1,ReservedRegister30,,scalefactor,O,R,,,1
Fixed,14409,1,ReservedRegister31,,scalefactor,O,R,,,1
Fixed,14410,1,ReservedRegister32,,scalefactor,O,R,,,1
Fixed,14411,1,ReservedRegister33,,scalefactor,O,R,,,1
Fixed,14412,1,ReservedRegister34,,scalefactor,O,R,,,1
Fixed,14413,1,ReservedRegister35,,scalefactor,O,R,,,1
Fixed,14414,1,HPPM_SF,,scalefactor,M,R,,,1
Fixed,14415,1,Humidity_SF,,scalefactor,M,R,,,1
Fixed,14416,1,Volt_SF,,scalefactor,M,R,,,1
Fixed,14417,1,CellVolt_SF,,scalefactor,M,R,,,1
Fixed,14418,1,Tmp_SF,,scalefactor,M,R,,,1
Repeating,14419,1,SegIndex[1],,sint16,M,R,,,1
Repeating,14420,1,SegType[1],,enum16,M,R,,,1
Repeating,14421,1,ArrayIndex[1],,sint16,M,R,,,1
Repeating,14422,2,SegEvent[1],,bitfield32,M,R,,,1
Repeating,14424,2,SegDeviceCommsLost[1],,bitfield32,M,R,,,1
Repeating,14426,1,SegInternalTmp[1],,sint16,M,R,Tmp_SF,C,1
Repeating,14427,1,SegInternalHumidity[1],,sint16,M,R,Humidity_SF,%,1
Repeating,14428,2,SegHvacState[1],,bitfield32,M,R,,,1
Repeating,14430,1,HydrogenPPM[1],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14431,1,CellTmpMax[1],,sint16,M,R,Tmp_SF,C,1
Repeating,14432,1,CellTmpMin[1],,sint16,M,R,Tmp_SF,C,1
Repeating,14433,1,CellTmpAvg[1],,sint16,M,R,Tmp_SF,C,1
Repeating,14434,1,Reserved15[1],,sint16,O,R,,,1
Repeating,14435,1,Reserved16[1],,sint16,O,R,,,1
Repeating,14436,1,Reserved17[1],,sint16,O,R,,,1
Repeating,14437,1,Reserved18[1],,sint16,O,R,,,1
Repeating,14438,1,Reserved19[1],,sint16,O,R,,,1
Repeating,14439,1,Reserved20[1],,sint16,O,R,,,1
Repeating,14440,1,Reserved21[1],,sint16,O,R,,,1
Repeating,14441,1,Reserved22[1],,sint16,O,R,,,1
Repeating,14442,1,Reserved23[1],,sint16,O,R,,,1
Repeating,14443,1,Reserved24[1],,sint16,O,R,,,1
Repeating,14444,1,SegIndex[2],,sint16,M,R,,,1
Repeating,14445,1,SegType[2],,enum16,M,R,,,1
Repeating,14446,1,ArrayIndex[2],,sint16,M,R,,,1
Repeating,14447,2,SegEvent[2],,bitfield32,M,R,,,1
Repeating,14449,2,SegDeviceCommsLost[2],,bitfield32,M,R,,,1
Repeating,14451,1,SegInternalTmp[2],,sint16,M,R,Tmp_SF,C,1
Repeating,14452,1,SegInternalHumidity[2],,sint16,M,R,Humidity_SF,%,1
Repeating,14453,2,SegHvacState[2],,bitfield32,M,R,,,1
Repeating,14455,1,HydrogenPPM[2],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14456,1,CellTmpMax[2],,sint16,M,R,Tmp_SF,C,1
Repeating,14457,1,CellTmpMin[2],,sint16,M,R,Tmp_SF,C,1
Repeating,14458,1,CellTmpAvg[2],,sint16,M,R,Tmp_SF,C,1
Repeating,14459,1,Reserved15[2],,sint16,O,R,,,1
Repeating,14460,1,Reserved16[2],,sint16,O,R,,,1
Repeating,14461,1,Reserved17[2],,sint16,O,R,,,1
Repeating,14462,1,Reserved18[2],,sint16,O,R,,,1
Repeating,14463,1,Reserved19[2],,sint16,O,R,,,1
Repeating,14464,1,Reserved20[2],,sint16,O,R,,,1
Repeating,14465,1,Reserved21[2],,sint16,O,R,,,1
Repeating,14466,1,Reserved22[2],,sint16,O,R,,,1
Repeating,14467,1,Reserved23[2],,sint16,O,R,,,1
Repeating,14468,1,Reserved24[2],,sint16,O,R,,,1
Repeating,14469,1,SegIndex[3],,sint16,M,R,,,1
Repeating,14470,1,SegType[3],,enum16,M,R,,,1
Repeating,14471,1,ArrayIndex[3],,sint16,M,R,,,1
Repeating,14472,2,SegEvent[3],,bitfield32,M,R,,,1
Repeating,14474,2,SegDeviceCommsLost[3],,bitfield32,M,R,,,1
Repeating,14476,1,SegInternalTmp[3],,sint16,M,R,Tmp_SF,C,1
Repeating,14477,1,SegInternalHumidity[3],,sint16,M,R,Humidity_SF,%,1
Repeating,14478,2,SegHvacState[3],,bitfield32,M,R,,,1
Repeating,14480,1,HydrogenPPM[3],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14481,1,CellTmpMax[3],,sint16,M,R,Tmp_SF,C,1
Repeating,14482,1,CellTmpMin[3],,sint16,M,R,Tmp_SF,C,1
Repeating,14483,1,CellTmpAvg[3],,sint16,M,R,Tmp_SF,C,1
Repeating,14484,1,Reserved15[3],,sint16,O,R,,,1
Repeating,14485,1,Reserved16[3],,sint16,O,R,,,1
Repeating,14486,1,Reserved17[3],,sint16,O,R,,,1
Repeating,14487,1,Reserved18[3],,sint16,O,R,,,1
Repeating,14488,1,Reserved19[3],,sint16,O,R,,,1
Repeating,14489,1,Reserved20[3],,sint16,O,R,,,1
Repeating,14490,1,Reserved21[3],,sint16,O,R,,,1
Repeating,14491,1,Reserved22[3],,sint16,O,R,,,1
Repeating,14492,1,Reserved23[3],,sint16,O,R,,,1
Repeating,14493,1,Reserved24[3],,sint16,O,R,,,1
Repeating,14494,1,SegIndex[4],,sint16,M,R,,,1
Repeating,14495,1,SegType[4],,enum16,M,R,,,1
Repeating,14496,1,ArrayIndex[4],,sint16,M,R,,,1
Repeating,14497,2,SegEvent[4],,bitfield32,M,R,,,1
Repeating,14499,2,SegDeviceCommsLost[4],,bitfield32,M,R,,,1
Repeating,14501,1,SegInternalTmp[4],,sint16,M,R,Tmp_SF,C,1
Repeating,14502,1,SegInternalHumidity[4],,sint16,M,R,Humidity_SF,%,1
Repeating,14503,2,SegHvacState[4],,bitfield32,M,R,,,1
Repeating,14505,1,HydrogenPPM[4],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14506,1,CellTmpMax[4],,sint16,M,R,Tmp_SF,C,1
Repeating,14507,1,CellTmpMin[4],,sint16,M,R,Tmp_SF,C,1
Repeating,14508,1,CellTmpAvg[4],,sint16,M,R,Tmp_SF,C,1
Repeating,14509,1,Reserved15[4],,sint16,O,R,,,1
Repeating,14510,1,Reserved16[4],,sint16,O,R,,,1
Repeating,14511,1,Reserved17[4],,sint16,O,R,,,1
Repeating,14512,1,Reserved18[4],,sint16,O,R,,,1
Repeating,14513,1,Reserved19[4],,sint16,O,R,,,1
Repeating,14514,1,Reserved20[4],,sint16,O,R,,,1
Repeating,14515,1,Reserved21[4],,sint16,O,R,,,1
Repeating,14516,1,Reserved22[4],,sint16,O,R,,,1
Repeating,14517,1,Reserved23[4],,sint16,O,R,,,1
Repeating,14518,1,Reserved24[4],,sint16,O,R,,,1
Repeating,14519,1,SegIndex[5],,sint16,M,R,,,1
Repeating,14520,1,SegType[5],,enum16,M,R,,,1
Repeating,14521,1,ArrayIndex[5],,sint16,M,R,,,1
Repeating,14522,2,SegEvent[5],,bitfield32,M,R,,,1
Repeating,14524,2,SegDeviceCommsLost[5],,bitfield32,M,R,,,1
Repeating,14526,1,SegInternalTmp[5],,sint16,M,R,Tmp_SF,C,1
Repeating,14527,1,SegInternalHumidity[5],,sint16,M,R,Humidity_SF,%,1
Repeating,14528,2,SegHvacState[5],,bitfield32,M,R,,,1
Repeating,14530,1,HydrogenPPM[5],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14531,1,CellTmpMax[5],,sint16,M,R,Tmp_SF,C,1
Repeating,14532,1,CellTmpMin[5],,sint16,M,R,Tmp_SF,C,1
Repeating,14533,1,CellTmpAvg[5],,sint16,M,R,Tmp_SF,C,1
Repeating,14534,1,Reserved15[5],,sint16,O,R,,,1
Repeating,14535,1,Reserved16[5],,sint16,O,R,,,1
Repeating,14536,1,Reserved17[5],,sint16,O,R,,,1
Repeating,14537,1,Reserved18[5],,sint16,O,R,,,1
Repeating,14538,1,Reserved19[5],,sint16,O,R,,,1
Repeating,14539,1,Reserved20[5],,sint16,O,R,,,1
Repeating,14540,1,Reserved21[5],,sint16,O,R,,,1
Repeating,14541,1,Reserved22[5],,sint16,O,R,,,1
Repeating,14542,1,Reserved23[5],,sint16,O,R,,,1
Repeating,14543,1,Reserved24[5],,sint16,O,R,,,1
Repeating,14544,1,SegIndex[6],,sint16,M,R,,,1
Repeating,14545,1,SegType[6],,enum16,M,R,,,1
Repeating,14546,1,ArrayIndex[6],,sint16,M,R,,,1
Repeating,14547,2,SegEvent[6],,bitfield32,M,R,,,1
Repeating,14549,2,SegDeviceCommsLost[6],,bitfield32,M,R,,,1
Repeating,14551,1,SegInternalTmp[6],,sint16,M,R,Tmp_SF,C,1
Repeating,14552,1,SegInternalHumidity[6],,sint16,M,R,Humidity_SF,%,1
Repeating,14553,2,SegHvacState[6],,bitfield32,M,R,,,1
Repeating,14555,1,HydrogenPPM[6],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14556,1,CellTmpMax[6],,sint16,M,R,Tmp_SF,C,1
Repeating,14557,1,CellTmpMin[6],,sint16,M,R,Tmp_SF,C,1
Repeating,14558,1,CellTmpAvg[6],,sint16,M,R,Tmp_SF,C,1
Repeating,14559,1,Reserved15[6],,sint16,O,R,,,1
Repeating,14560,1,Reserved16[6],,sint16,O,R,,,1
Repeating,14561,1,Reserved17[6],,sint16,O,R,,,1
Repeating,14562,1,Reserved18[6],,sint16,O,R,,,1
Repeating,14563,1,Reserved19[6],,sint16,O,R,,,1
Repeating,14564,1,Reserved20[6],,sint16,O,R,,,1
Repeating,14565,1,Reserved21[6],,sint16,O,R,,,1
Repeating,14566,1,Reserved22[6],,sint16,O,R,,,1
Repeating,14567,1,Reserved23[6],,sint16,O,R,,,1
Repeating,14568,1,Reserved24[6],,sint16,O,R,,,1
Repeating,14569,1,SegIndex[7],,sint16,M,R,,,1
Repeating,14570,1,SegType[7],,enum16,M,R,,,1
Repeating,14571,1,ArrayIndex[7],,sint16,M,R,,,1
Repeating,14572,2,SegEvent[7],,bitfield32,M,R,,,1
Repeating,14574,2,SegDeviceCommsLost[7],,bitfield32,M,R,,,1
Repeating,14576,1,SegInternalTmp[7],,sint16,M,R,Tmp_SF,C,1
Repeating,14577,1,SegInternalHumidity[7],,sint16,M,R,Humidity_SF,%,1
Repeating,14578,2,SegHvacState[7],,bitfield32,M,R,,,1
Repeating,14580,1,HydrogenPPM[7],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14581,1,CellTmpMax[7],,sint16,M,R,Tmp_SF,C,1
Repeating,14582,1,CellTmpMin[7],,sint16,M,R,Tmp_SF,C,1
Repeating,14583,1,CellTmpAvg[7],,sint16,M,R,Tmp_SF,C,1
Repeating,14584,1,Reserved15[7],,sint16,O,R,,,1
Repeating,14585,1,Reserved16[7],,sint16,O,R,,,1
Repeating,14586,1,Reserved17[7],,sint16,O,R,,,1
Repeating,14587,1,Reserved18[7],,sint16,O,R,,,1
Repeating,14588,1,Reserved19[7],,sint16,O,R,,,1
Repeating,14589,1,Reserved20[7],,sint16,O,R,,,1
Repeating,14590,1,Reserved21[7],,sint16,O,R,,,1
Repeating,14591,1,Reserved22[7],,sint16,O,R,,,1
Repeating,14592,1,Reserved23[7],,sint16,O,R,,,1
Repeating,14593,1,Reserved24[7],,sint16,O,R,,,1
Repeating,14594,1,SegIndex[8],,sint16,M,R,,,1
Repeating,14595,1,SegType[8],,enum16,M,R,,,1
Repeating,14596,1,ArrayIndex[8],,sint16,M,R,,,1
Repeating,14597,2,SegEvent[8],,bitfield32,M,R,,,1
Repeating,14599,2,SegDeviceCommsLost[8],,bitfield32,M,R,,,1
Repeating,14601,1,SegInternalTmp[8],,sint16,M,R,Tmp_SF,C,1
Repeating,14602,1,SegInternalHumidity[8],,sint16,M,R,Humidity_SF,%,1
Repeating,14603,2,SegHvacState[8],,bitfield32,M,R,,,1
Repeating,14605,1,HydrogenPPM[8],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14606,1,CellTmpMax[8],,sint16,M,R,Tmp_SF,C,1
Repeating,14607,1,CellTmpMin[8],,sint16,M,R,Tmp_SF,C,1
Repeating,14608,1,CellTmpAvg[8],,sint16,M,R,Tmp_SF,C,1
Repeating,14609,1,Reserved15[8],,sint16,O,R,,,1
Repeating,14610,1,Reserved16[8],,sint16,O,R,,,1
Repeating,14611,1,Reserved17[8],,sint16,O,R,,,1
Repeating,14612,1,Reserved18[8],,sint16,O,R,,,1
Repeating,14613,1,Reserved19[8],,sint16,O,R,,,1
Repeating,14614,1,Reserved20[8],,sint16,O,R,,,1
Repeating,14615,1,Reserved21[8],,sint16,O,R,,,1
Repeating,14616,1,Reserved22[8],,sint16,O,R,,,1
Repeating,14617,1,Reserved23[8],,sint16,O,R,,,1
Repeating,14618,1,Reserved24[8],,sint16,O,R,,,1
Repeating,14619,1,SegIndex[9],,sint16,M,R,,,1
Repeating,14620,1,SegType[9],,enum16,M,R,,,1
Repeating,14621,1,ArrayIndex[9],,sint16,M,R,,,1
Repeating,14622,2,SegEvent[9],,bitfield32,M,R,,,1
Repeating,14624,2,SegDeviceCommsLost[9],,bitfield32,M,R,,,1
Repeating,14626,1,SegInternalTmp[9],,sint16,M,R,Tmp_SF,C,1
Repeating,14627,1,SegInternalHumidity[9],,sint16,M,R,Humidity_SF,%,1
Repeating,14628,2,SegHvacState[9],,bitfield32,M,R,,,1
Repeating,14630,1,HydrogenPPM[9],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14631,1,CellTmpMax[9],,sint16,M,R,Tmp_SF,C,1
Repeating,14632,1,CellTmpMin[9],,sint16,M,R,Tmp_SF,C,1
Repeating,14633,1,CellTmpAvg[9],,sint16,M,R,Tmp_SF,C,1
Repeating,14634,1,Reserved15[9],,sint16,O,R,,,1
Repeating,14635,1,Reserved16[9],,sint16,O,R,,,1
Repeating,14636,1,Reserved17[9],,sint16,O,R,,,1
Repeating,14637,1,Reserved18[9],,sint16,O,R,,,1
Repeating,14638,1,Reserved19[9],,sint16,O,R,,,1
Repeating,14639,1,Reserved20[9],,sint16,O,R,,,1
Repeating,14640,1,Reserved21[9],,sint16,O,R,,,1
Repeating,14641,1,Reserved22[9],,sint16,O,R,,,1
Repeating,14642,1,Reserved23[9],,sint16,O,R,,,1
Repeating,14643,1,Reserved24[9],,sint16,O,R,,,1
Repeating,14644,1,SegIndex[10],,sint16,M,R,,,1
Repeating,14645,1,SegType[10],,enum16,M,R,,,1
Repeating,14646,1,ArrayIndex[10],,sint16,M,R,,,1
Repeating,14647,2,SegEvent[10],,bitfield32,M,R,,,1
Repeating,14649,2,SegDeviceCommsLost[10],,bitfield32,M,R,,,1
Repeating,14651,1,SegInternalTmp[10],,sint16,M,R,Tmp_SF,C,1
Repeating,14652,1,SegInternalHumidity[10],,sint16,M,R,Humidity_SF,%,1
Repeating,14653,2,SegHvacState[10],,bitfield32,M,R,,,1
Repeating,14655,1,HydrogenPPM[10],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14656,1,CellTmpMax[10],,sint16,M,R,Tmp_SF,C,1
Repeating,14657,1,CellTmpMin[10],,sint16,M,R,Tmp_SF,C,1
Repeating,14658,1,CellTmpAvg[10],,sint16,M,R,Tmp_SF,C,1
Repeating,14659,1,Reserved15[10],,sint16,O,R,,,1
Repeating,14660,1,Reserved16[10],,sint16,O,R,,,1
Repeating,14661,1,Reserved17[10],,sint16,O,R,,,1
Repeating,14662,1,Reserved18[10],,sint16,O,R,,,1
Repeating,14663,1,Reserved19[10],,sint16,O,R,,,1
Repeating,14664,1,Reserved20[10],,sint16,O,R,,,1
Repeating,14665,1,Reserved21[10],,sint16,O,R,,,1
Repeating,14666,1,Reserved22[10],,sint16,O,R,,,1
Repeating,14667,1,Reserved23[10],,sint16,O,R,,,1
Repeating,14668,1,Reserved24[10],,sint16,O,R,,,1
Repeating,14669,1,SegIndex[11],,sint16,M,R,,,1
Repeating,14670,1,SegType[11],,enum16,M,R,,,1
Repeating,14671,1,ArrayIndex[11],,sint16,M,R,,,1
Repeating,14672,2,SegEvent[11],,bitfield32,M,R,,,1
Repeating,14674,2,SegDeviceCommsLost[11],,bitfield32,M,R,,,1
Repeating,14676,1,SegInternalTmp[11],,sint16,M,R,Tmp_SF,C,1
Repeating,14677,1,SegInternalHumidity[11],,sint16,M,R,Humidity_SF,%,1
Repeating,14678,2,SegHvacState[11],,bitfield32,M,R,,,1
Repeating,14680,1,HydrogenPPM[11],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14681,1,CellTmpMax[11],,sint16,M,R,Tmp_SF,C,1
Repeating,14682,1,CellTmpMin[11],,sint16,M,R,Tmp_SF,C,1
Repeating,14683,1,CellTmpAvg[11],,sint16,M,R,Tmp_SF,C,1
Repeating,14684,1,Reserved15[11],,sint16,O,R,,,1
Repeating,14685,1,Reserved16[11],,sint16,O,R,,,1
Repeating,14686,1,Reserved17[11],,sint16,O,R,,,1
Repeating,14687,1,Reserved18[11],,sint16,O,R,,,1
Repeating,14688,1,Reserved19[11],,sint16,O,R,,,1
Repeating,14689,1,Reserved20[11],,sint16,O,R,,,1
Repeating,14690,1,Reserved21[11],,sint16,O,R,,,1
Repeating,14691,1,Reserved22[11],,sint16,O,R,,,1
Repeating,14692,1,Reserved23[11],,sint16,O,R,,,1
Repeating,14693,1,Reserved24[11],,sint16,O,R,,,1
Repeating,14694,1,SegIndex[12],,sint16,M,R,,,1
Repeating,14695,1,SegType[12],,enum16,M,R,,,1
Repeating,14696,1,ArrayIndex[12],,sint16,M,R,,,1
Repeating,14697,2,SegEvent[12],,bitfield32,M,R,,,1
Repeating,14699,2,SegDeviceCommsLost[12],,bitfield32,M,R,,,1
Repeating,14701,1,SegInternalTmp[12],,sint16,M,R,Tmp_SF,C,1
Repeating,14702,1,SegInternalHumidity[12],,sint16,M,R,Humidity_SF,%,1
Repeating,14703,2,SegHvacState[12],,bitfield32,M,R,,,1
Repeating,14705,1,HydrogenPPM[12],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14706,1,CellTmpMax[12],,sint16,M,R,Tmp_SF,C,1
Repeating,14707,1,CellTmpMin[12],,sint16,M,R,Tmp_SF,C,1
Repeating,14708,1,CellTmpAvg[12],,sint16,M,R,Tmp_SF,C,1
Repeating,14709,1,Reserved15[12],,sint16,O,R,,,1
Repeating,14710,1,Reserved16[12],,sint16,O,R,,,1
Repeating,14711,1,Reserved17[12],,sint16,O,R,,,1
Repeating,14712,1,Reserved18[12],,sint16,O,R,,,1
Repeating,14713,1,Reserved19[12],,sint16,O,R,,,1
Repeating,14714,1,Reserved20[12],,sint16,O,R,,,1
Repeating,14715,1,Reserved21[12],,sint16,O,R,,,1
Repeating,14716,1,Reserved22[12],,sint16,O,R,,,1
Repeating,14717,1,Reserved23[12],,sint16,O,R,,,1
Repeating,14718,1,Reserved24[12],,sint16,O,R,,,1
Repeating,14719,1,SegIndex[13],,sint16,M,R,,,1
Repeating,14720,1,SegType[13],,enum16,M,R,,,1
Repeating,14721,1,ArrayIndex[13],,sint16,M,R,,,1
Repeating,14722,2,SegEvent[13],,bitfield32,M,R,,,1
Repeating,14724,2,SegDeviceCommsLost[13],,bitfield32,M,R,,,1
Repeating,14726,1,SegInternalTmp[13],,sint16,M,R,Tmp_SF,C,1
Repeating,14727,1,SegInternalHumidity[13],,sint16,M,R,Humidity_SF,%,1
Repeating,14728,2,SegHvacState[13],,bitfield32,M,R,,,1
Repeating,14730,1,HydrogenPPM[13],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14731,1,CellTmpMax[13],,sint16,M,R,Tmp_SF,C,1
Repeating,14732,1,CellTmpMin[13],,sint16,M,R,Tmp_SF,C,1
Repeating,14733,1,CellTmpAvg[13],,sint16,M,R,Tmp_SF,C,1
Repeating,14734,1,Reserved15[13],,sint16,O,R,,,1
Repeating,14735,1,Reserved16[13],,sint16,O,R,,,1
Repeating,14736,1,Reserved17[13],,sint16,O,R,,,1
Repeating,14737,1,Reserved18[13],,sint16,O,R,,,1
Repeating,14738,1,Reserved19[13],,sint16,O,R,,,1
Repeating,14739,1,Reserved20[13],,sint16,O,R,,,1
Repeating,14740,1,Reserved21[13],,sint16,O,R,,,1
Repeating,14741,1,Reserved22[13],,sint16,O,R,,,1
Repeating,14742,1,Reserved23[13],,sint16,O,R,,,1
Repeating,14743,1,Reserved24[13],,sint16,O,R,,,1
Repeating,14744,1,SegIndex[14],,sint16,M,R,,,1
Repeating,14745,1,SegType[14],,enum16,M,R,,,1
Repeating,14746,1,ArrayIndex[14],,sint16,M,R,,,1
Repeating,14747,2,SegEvent[14],,bitfield32,M,R,,,1
Repeating,14749,2,SegDeviceCommsLost[14],,bitfield32,M,R,,,1
Repeating,14751,1,SegInternalTmp[14],,sint16,M,R,Tmp_SF,C,1
Repeating,14752,1,SegInternalHumidity[14],,sint16,M,R,Humidity_SF,%,1
Repeating,14753,2,SegHvacState[14],,bitfield32,M,R,,,1
Repeating,14755,1,HydrogenPPM[14],,uint16,M,R,HPPM_SF,PPM,1
